sourceTaxonId,sourceTaxonName,Taxonomic Level,EOL ID,WORMS ID,Common Name,Specify More,Done = 1,Added as new agents,Notes,Aggregated taxa,reported,search term,...14,...15,...16,...17,...18,who searched,date(s) searched
NA,Obelia geniculata,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Jassa falcata,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cladophora columbiana,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Fucus gardneri,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Endocladia muricata,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Mastocarpus papillatus,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pelvetiopsis limitata,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ulva lactuca,NA,NA,NA,NA,NA,1,1,NA,Ulva,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pisaster ochraceus,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Leptasterias hexactis,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Leptasterias aequalis,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Tegula funebralis,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Agarum fimbriatum,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Corallina vancouveriensis,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hedophyllum sessile,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Porphyra yezoensis,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pilayella littoralis,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nereocystis luetkeanus,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Costaria costata,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Katharina tunicata,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nucella lamellosa,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Fusitriton oregonensis,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pugettia venetiae,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Margarites helicinus,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Enteromorpha intestinalis,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Patella pellucida,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Idotea granulosa,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Idotea emarginata,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Abalone,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cerastoderma edule,Species,NA,NA,cockle,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chlamys opercularis,Species,NA,NA,queen scallop,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Raja clavata,Species,NA,NA,thornback ray,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Somateria mollissima,Species,NA,NA,common eider,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Melanitta perspicillata,Species,NA,NA,surf scoter,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Melanitta nigra,Species,NA,NA,common scoter,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Melanitta deglandi,Species,NA,NA,white-winged scoter,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Leukoma staminea,Species,NA,NA,Pacific littleneck clam,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Divalinga quadrisulcata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lunarca ovalis,Species,NA,NA,blood ark clam,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Venerupis philippinarum,Species,NA,NA,Japanese littleneck clam,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Myliobatis freminvillii,Species,NA,NA,Bullnose ray,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Neverita duplicatus,Species,NA,NA,Shark eye (?),NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cerebratulus lacteus,Species,NA,NA,milky ribbon worm,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Rhinoptera bonascus,Species,NA,NA,Cownose ray,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Piridium sociabile,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Grafilla buccinicola,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Steringophorus furciger,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Zoogonoides viviparus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Acanthopsolus lageniformis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cercaria buccini,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cercaria neptuneae,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Spiophanes bombyx,Species,NA,NA,bristleworm,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Unciola,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Byblis serrata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cnidaria,Phylum,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Spionidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sabellidae,Family,NA,NA,feather duster worms,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Annelida,Phylum,NA,NA,segmented worms,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lumbrineridae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nephtyidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ampeliscidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Corophiidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gammaridae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Clymenella torquata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ampelisca spinipes,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Thysanopoda acutifrons,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Eunice,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Polydora,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nereis,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lumbrineris,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nephtys,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Aphrodita,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Arenicola,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ammotrypane,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Scalibregma,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Potamilla,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nothria,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Haustoriidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lysianassidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Oedicerotidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Maldanidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ampharetidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Seraphsidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cumacea,Order,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Crangonidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Paguridae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Holothuroidea,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Aphrodita hastata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Potamilla neglecta,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Stereoderma unisemita,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cerianthus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cnemidocarpa,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Molgula,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Haploops,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Caprella mutica,Species,NA,NA,NA,NA,1,1,NA,Caprella,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Caprella septentrionalis,Species,NA,NA,NA,NA,1,1,NA,Caprella,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Caprella grahami,Species,NA,NA,NA,NA,1,1,NA,Caprella,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Caprella penantis,Species,NA,NA,NA,NA,1,1,NA,Caprella,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Caprella unica,Species,NA,NA,NA,NA,1,1,found nothing,Caprella,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Caprella rinki,Species,NA,NA,NA,NA,1,1,found nothing,Caprella,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Caprella equilibra,Species,NA,NA,NA,NA,1,1,NA,Caprella,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Caprella ciliata,Species,NA,NA,NA,NA,1,1,found nothing,Caprella,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Caprella microtuberculata,Species,NA,NA,NA,NA,1,1,found nothing,Caprella,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ophiura sarsii,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ophiura robusta,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lophiidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anacanthobatidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hemitripteridae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ichthyophonus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ichthyophonus irregularis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pontogeneia inermis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Unciola inermis,Species,NA,NA,NA,NA,NA,1,"I think this was mispelled as ""Unicola inermis"" previously",NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Levinsenia gracilis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Unciola irrorata,Species,NA,NA,NA,NA,NA,1,"I think this was mispelled as ""Unicola irrorata"" previously",NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pagurus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ninoe nigripes,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nemertea,Phylum,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lagenorhynchus acutus,Species,NA,NA,Atlantic white-sided dolphins,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ichthyophonus haferi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Parexogone hebes,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Aricidea (Strelzovia) suecica,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ampelisca macrocephala,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Crassicorophium crassicorne,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Diastylis quadrispinosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Scoloplos armiger,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Goniada maculata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Monoculodes,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Amphipholis squamata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ophelina acuminata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cistenides granulata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ampharete,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pseudoleptocuma minus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Photis,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Alamprops quadriplicatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chaetozone setosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Eudorellopsis deformis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Phyllodoce,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Drilonereis,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pherusa,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ophelia,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ophelina,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sigalionidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cirratulidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ampharete arctica,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gammarus annulatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gammarus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Dulichia,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nucula proxima,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Parvicardium pinnulatum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sulcascaris sulcata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gemma gemma,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ameritella carpenteri,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Liocarcinus depurator,Species,NA,NA,swimming crabs,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Spatangus purpureus,Species,NA,NA,purple heart urchins,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lanice conchilega,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Scyliorhinus canicula,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Neophasis,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Actinopterygii,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anomura,Infraorder,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Caridea,Infraorder,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Malacostraca,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Polyplacophora,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Scaphopoda,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Asteroidea,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Actiniaria,Order,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Echinocyamus pusillus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Abra,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Myxobolus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Myxobolus aeglefini,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Somniosus microcephalus,Species,NA,NA,Greenland shark,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hysterothylacium aduncum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Echinorhynchus gadi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lepidapedon rachion,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Myxidium bergense,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Grillotia erinaceus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ceratomyxa,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Myxidium,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hyas,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Limacina,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Themisto,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Euphausiidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Appendicularia,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Limacina helicina,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Clupeidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pectinidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ascidiacea,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Stomatopoda,Order,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Centropages,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Temora longicornis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Metridia lucens,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Evadne nordmanni,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Acartia clausi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Oithona,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pseudocalanus elongatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Limacina retroversa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Oikopleura,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Calanoida,Order,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Caligus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hyperoche,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pandalus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cirripedia,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nematoda,Phylum,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gadidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Callionymus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Parathemisto,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Mysida,Order,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Crinoidea,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Amphiura,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pycnogonida,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Leptostraca,Order,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Tanaidacea,Order,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cymothoida,Suborder,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ammodytidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sipuncula,Phylum,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Priapulida,Phylum,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Bryozoa,Phylum,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Tunicata,Subphylum,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gnathostomata,Class,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
